代表観測地点,時間帯,期間(週次),滞在人口の推定居住地,2019年同週比 [%]
大阪府全体,すべての時間帯,2021年6月第1週,市区町村内,7.348143666
大阪府全体,すべての時間帯,2021年6月第1週,都道府県内,-9.846581444
大阪府全体,すべての時間帯,2021年6月第1週,都道府県外,-40.242445513
大阪府全体,すべての時間帯,2021年6月第2週,市区町村内,6.988717549
大阪府全体,すべての時間帯,2021年6月第2週,都道府県内,-10.187243053
大阪府全体,すべての時間帯,2021年6月第2週,都道府県外,-38.557723091
大阪府全体,すべての時間帯,2021年6月第3週,市区町村内,7.493324913
大阪府全体,すべての時間帯,2021年6月第3週,都道府県内,-10.985085078
大阪府全体,すべての時間帯,2021年6月第3週,都道府県外,-39.018064855
大阪府全体,すべての時間帯,2021年6月第4週,市区町村内,5.462743851
大阪府全体,すべての時間帯,2021年6月第4週,都道府県内,-5.624295289
大阪府全体,すべての時間帯,2021年6月第4週,都道府県外,-32.071235282
大阪府全体,すべての時間帯,2021年7月第1週,市区町村内,4.627295416
大阪府全体,すべての時間帯,2021年7月第1週,都道府県内,-2.526914131
大阪府全体,すべての時間帯,2021年7月第1週,都道府県外,-27.405653175
大阪府全体,すべての時間帯,2021年7月第2週,市区町村内,3.862356522
大阪府全体,すべての時間帯,2021年7月第2週,都道府県内,-5.161800314
大阪府全体,すべての時間帯,2021年7月第2週,都道府県外,-22.584076083
大阪府全体,すべての時間帯,2021年7月第3週,市区町村内,3.177280786
大阪府全体,すべての時間帯,2021年7月第3週,都道府県内,-1.528711713
大阪府全体,すべての時間帯,2021年7月第3週,都道府県外,-24.920459692
大阪府全体,すべての時間帯,2021年7月第4週,市区町村内,0.364696551
大阪府全体,すべての時間帯,2021年7月第4週,都道府県内,-2.658605633
大阪府全体,すべての時間帯,2021年7月第4週,都道府県外,-11.516132957
大阪府全体,すべての時間帯,2021年7月第5週,市区町村内,2.069867685
大阪府全体,すべての時間帯,2021年7月第5週,都道府県内,-1.085417719
大阪府全体,すべての時間帯,2021年7月第5週,都道府県外,-14.185886227
大阪府全体,すべての時間帯,2021年8月第1週,市区町村内,3.201355595
大阪府全体,すべての時間帯,2021年8月第1週,都道府県内,-5.164414936
大阪府全体,すべての時間帯,2021年8月第1週,都道府県外,-18.026850436
大阪府全体,すべての時間帯,2021年8月第2週,市区町村内,7.641169663
大阪府全体,すべての時間帯,2021年8月第2週,都道府県内,-18.699337304
大阪府全体,すべての時間帯,2021年8月第2週,都道府県外,-27.092382883
大阪府全体,すべての時間帯,2021年8月第3週,市区町村内,2.514271607
大阪府全体,すべての時間帯,2021年8月第3週,都道府県内,25.330054206
大阪府全体,すべての時間帯,2021年8月第3週,都道府県外,-25.091373812
大阪府全体,すべての時間帯,2021年8月第4週,市区町村内,4.250128761
大阪府全体,すべての時間帯,2021年8月第4週,都道府県内,-5.073208737
大阪府全体,すべての時間帯,2021年8月第4週,都道府県外,-22.260733288
大阪府全体,すべての時間帯,2021年9月第1週,市区町村内,4.568436829
大阪府全体,すべての時間帯,2021年9月第1週,都道府県内,-7.059334361
大阪府全体,すべての時間帯,2021年9月第1週,都道府県外,-24.106116167
大阪府全体,すべての時間帯,2021年9月第2週,市区町村内,7.082434851
大阪府全体,すべての時間帯,2021年9月第2週,都道府県内,-12.969257751
大阪府全体,すべての時間帯,2021年9月第2週,都道府県外,-31.282351804
大阪府全体,すべての時間帯,2021年9月第3週,市区町村内,8.177803289
大阪府全体,すべての時間帯,2021年9月第3週,都道府県内,-14.488375727
大阪府全体,すべての時間帯,2021年9月第3週,都道府県外,-36.326552956
大阪府全体,すべての時間帯,2021年9月第4週,市区町村内,8.657229707
大阪府全体,すべての時間帯,2021年9月第4週,都道府県内,-18.300976173
大阪府全体,すべての時間帯,2021年9月第4週,都道府県外,-34.556252252
大阪府全体,すべての時間帯,2021年9月第5週,市区町村内,4.409885630
大阪府全体,すべての時間帯,2021年9月第5週,都道府県内,-7.563701187
大阪府全体,すべての時間帯,2021年9月第5週,都道府県外,-24.494102067
大阪府全体,すべての時間帯,2021年10月第1週,市区町村内,4.119183229
大阪府全体,すべての時間帯,2021年10月第1週,都道府県内,-9.070412085
大阪府全体,すべての時間帯,2021年10月第1週,都道府県外,-20.637927962
大阪府全体,すべての時間帯,2021年10月第2週,市区町村内,2.348875285
大阪府全体,すべての時間帯,2021年10月第2週,都道府県内,-4.787631182
大阪府全体,すべての時間帯,2021年10月第2週,都道府県外,-20.698458120
大阪府全体,すべての時間帯,2021年10月第3週,市区町村内,1.733227977
大阪府全体,すべての時間帯,2021年10月第3週,都道府県内,-1.341050470
大阪府全体,すべての時間帯,2021年10月第3週,都道府県外,-21.124826551
大阪府全体,すべての時間帯,2021年10月第4週,市区町村内,0.559026122
大阪府全体,すべての時間帯,2021年10月第4週,都道府県内,1.244955081
大阪府全体,すべての時間帯,2021年10月第4週,都道府県外,-16.368849394
大阪府全体,すべての時間帯,2021年11月第1週,市区町村内,3.567924902
大阪府全体,すべての時間帯,2021年11月第1週,都道府県内,-5.905813112
大阪府全体,すべての時間帯,2021年11月第1週,都道府県外,-19.452057617
大阪府全体,すべての時間帯,2021年11月第2週,市区町村内,0.754001852
大阪府全体,すべての時間帯,2021年11月第2週,都道府県内,0.971008726
大阪府全体,すべての時間帯,2021年11月第2週,都道府県外,-14.153472259
大阪府全体,すべての時間帯,2021年11月第3週,市区町村内,0.868217208
大阪府全体,すべての時間帯,2021年11月第3週,都道府県内,-1.570175510
大阪府全体,すべての時間帯,2021年11月第3週,都道府県外,-11.558313686
大阪府全体,すべての時間帯,2021年11月第4週,市区町村内,2.615308264
大阪府全体,すべての時間帯,2021年11月第4週,都道府県内,-5.482727455
大阪府全体,すべての時間帯,2021年11月第4週,都道府県外,-16.463084828
大阪府全体,すべての時間帯,2021年12月第1週,市区町村内,2.035887294
大阪府全体,すべての時間帯,2021年12月第1週,都道府県内,-2.749864137
大阪府全体,すべての時間帯,2021年12月第1週,都道府県外,-18.113031889
大阪府全体,すべての時間帯,2021年12月第2週,市区町村内,2.640210275
大阪府全体,すべての時間帯,2021年12月第2週,都道府県内,-2.848721146
大阪府全体,すべての時間帯,2021年12月第2週,都道府県外,-30.898471215
大阪府全体,すべての時間帯,2021年12月第3週,市区町村内,3.027552723
大阪府全体,すべての時間帯,2021年12月第3週,都道府県内,-3.429417924
大阪府全体,すべての時間帯,2021年12月第3週,都道府県外,-31.824580950
大阪府全体,すべての時間帯,2021年12月第4週,市区町村内,2.191960777
大阪府全体,すべての時間帯,2021年12月第4週,都道府県内,-2.600615431
大阪府全体,すべての時間帯,2021年12月第4週,都道府県外,-29.109690515
